"","X.2","X.1","X","pageurl","eid","mid","event_name","event_org","event_date","event_place","f1pageurl","f2pageurl","f1name","f2name","f1result","f2result","f1fid","f2fid","method","method_d","ref","round","time","year","f1BackGround","f2BackGround","f1win","f2win","value","minutos_de_luta","winner_style","mach_vector"
"1683",1683,1683,1683,"/events/UFC-166-Velasquez-vs-dos-Santos-3-30813",30813,8,"UFC 166 - Velasquez vs. dos Santos 3","Ultimate Fighting Championship","10/19/2013","Toyota Center, Houston, Texas, United States","/fighter/Tim-Boetsch-19544","/fighter/CB-Dollaway-22350","Tim Boetsch","C.B. Dollaway","win","loss",19544,22350,"Decision","Split","Kerry Hatley",3,"5:00",2013,"Wrestling","Brazilian Jiu Jitsu",1,0,1,15,"Wrestling","Brazilian Jiu Jitsu vs Wrestling"
"1684",1684,1684,1684,"/events/UFC-166-Velasquez-vs-dos-Santos-3-30813",30813,5,"UFC 166 - Velasquez vs. dos Santos 3","Ultimate Fighting Championship","10/19/2013","Toyota Center, Houston, Texas, United States","/fighter/KJ-Noons-6727","/fighter/George-Sotiropoulos-11702","K.J. Noons","George Sotiropoulos","win","loss",6727,11702,"Decision","Unanimous","Herb Dean",3,"5:00",2013,"Karate","Brazilian Jiu Jitsu",1,0,1,15,"Karate","Brazilian Jiu Jitsu vs Karate"
"1685",1685,1685,1685,"/events/UFC-Fight-Night-30-Machida-vs-Munoz-31371",31371,9,"UFC Fight Night 30 - Machida vs. Munoz","Ultimate Fighting Championship","10/26/2013","Phones 4U Arena, Manchester, Greater Manchester, England","/fighter/Norman-Parke-47549","/fighter/Jon-Tuck-45108","Norman Parke","Jon Tuck","win","loss",47549,45108,"Decision","Unanimous","Leon Roberts",3,"5:00",2013,"Wrestling","Brazilian Jiu Jitsu",1,0,1,15,"Wrestling","Brazilian Jiu Jitsu vs Wrestling"
"1686",1686,1686,1686,"/events/UFC-Fight-Night-30-Machida-vs-Munoz-31371",31371,6,"UFC Fight Night 30 - Machida vs. Munoz","Ultimate Fighting Championship","10/26/2013","Phones 4U Arena, Manchester, Greater Manchester, England","/fighter/Al-Iaquinta-42817","/fighter/Piotr-Hallmann-53375","Al Iaquinta","Piotr Hallmann","win","loss",42817,53375,"Decision","Unanimous","Leon Roberts",3,"5:00",2013,"Kickboxing","Karate",1,0,1,15,"Kickboxing","Karate vs Kickboxing"
"1687",1687,1687,1687,"/events/UFC-Fight-Night-30-Machida-vs-Munoz-31371",31371,3,"UFC Fight Night 30 - Machida vs. Munoz","Ultimate Fighting Championship","10/26/2013","Phones 4U Arena, Manchester, Greater Manchester, England","/fighter/Cole-Miller-13133","/fighter/Andy-Ogle-42659","Cole Miller","Andy Ogle","win","loss",13133,42659,"Decision","Unanimous","Leon Roberts",3,"5:00",2013,"Brazilian Jiu Jitsu","MMA",1,0,1,15,"Brazilian Jiu Jitsu","Brazilian Jiu Jitsu vs MMA"
"1688",1688,1688,1688,"/events/UFC-Fight-Night-31-Fight-for-the-Troops-3-32077",32077,12,"UFC Fight Night 31 - Fight for the Troops 3","Ultimate Fighting Championship","11/6/2013","Fort Campbell, Hopkinsville, Kentucky, United States","/fighter/Alexis-Davis-22071","/fighter/Liz-Carmouche-67007","Alexis Davis","Liz Carmouche","win","loss",22071,67007,"Decision","Unanimous","Gary Copeland",3,"5:00",2013,"Brazilian Jiu Jitsu","Brazilian Jiu Jitsu",1,0,1,15,"Brazilian Jiu Jitsu","Brazilian Jiu Jitsu vs Brazilian Jiu Jitsu"
"1689",1689,1689,1689,"/events/UFC-Fight-Night-31-Fight-for-the-Troops-3-32077",32077,10,"UFC Fight Night 31 - Fight for the Troops 3","Ultimate Fighting Championship","11/6/2013","Fort Campbell, Hopkinsville, Kentucky, United States","/fighter/Rustam-Khabilov-45417","/fighter/Jorge-Masvidal-7688","Rustam Khabilov","Jorge Masvidal","win","loss",45417,7688,"Decision","Unanimous","John McCarthy",3,"5:00",2013,"Wrestling","Boxing",1,0,1,15,"Wrestling","Boxing vs Wrestling"
"1690",1690,1690,1690,"/events/UFC-Fight-Night-31-Fight-for-the-Troops-3-32077",32077,6,"UFC Fight Night 31 - Fight for the Troops 3","Ultimate Fighting Championship","11/6/2013","Fort Campbell, Hopkinsville, Kentucky, United States","/fighter/Dennis-Bermudez-58065","/fighter/Steven-Siler-22537","Dennis Bermudez","Steven Siler","win","loss",58065,22537,"Decision","Unanimous","Mario Yamasaki",3,"5:00",2013,"Wrestling","MMA",1,0,1,15,"Wrestling","MMA vs Wrestling"
"1691",1691,1691,1691,"/events/UFC-Fight-Night-31-Fight-for-the-Troops-3-32077",32077,4,"UFC Fight Night 31 - Fight for the Troops 3","Ultimate Fighting Championship","11/6/2013","Fort Campbell, Hopkinsville, Kentucky, United States","/fighter/Lorenz-Larkin-51345","/fighter/Chris-Camozzi-17224","Lorenz Larkin","Chris Camozzi","win","loss",51345,17224,"Decision","Unanimous","Herb Dean",3,"5:00",2013,"Boxing","Muay Thai",1,0,1,15,"Boxing","Boxing vs Muay Thai"
"1692",1692,1692,1692,"/events/UFC-Fight-Night-31-Fight-for-the-Troops-3-32077",32077,2,"UFC Fight Night 31 - Fight for the Troops 3","Ultimate Fighting Championship","11/6/2013","Fort Campbell, Hopkinsville, Kentucky, United States","/fighter/Seth-Baczynski-13827","/fighter/Neil-Magny-69166","Seth Baczynski","Neil Magny","win","loss",13827,69166,"Decision","Unanimous","John McCarthy",3,"5:00",2013,"MMA","Taekwondo",1,0,1,15,"MMA","MMA vs Taekwondo"
"1693",1693,1693,1693,"/events/UFC-Fight-Night-32-Belfort-vs-Henderson-32067",32067,10,"UFC Fight Night 32 - Belfort vs. Henderson","Ultimate Fighting Championship","11/9/2013","Goiania Arena, Goiania, Goias, Brazil","/fighter/Cezar-Ferreira-22400","/fighter/Daniel-Sarafian-17665","Cezar Ferreira","Daniel Sarafian","win","loss",22400,17665,"Decision","Split","Mario Yamasaki",3,"5:00",2013,"Brazilian Jiu Jitsu","Brazilian Jiu Jitsu",1,0,1,15,"Brazilian Jiu Jitsu","Brazilian Jiu Jitsu vs Brazilian Jiu Jitsu"
"1694",1694,1694,1694,"/events/UFC-Fight-Night-32-Belfort-vs-Henderson-32067",32067,7,"UFC Fight Night 32 - Belfort vs. Henderson","Ultimate Fighting Championship","11/9/2013","Goiania Arena, Goiania, Goias, Brazil","/fighter/Ryan-LaFlare-34409","/fighter/Santiago-Ponzinibbio-64593","Ryan LaFlare","Santiago Ponzinibbio","win","loss",34409,64593,"Decision","Unanimous","Mario Yamasaki",3,"5:00",2013,"Kickboxing","Kickboxing",1,0,1,15,"Kickboxing","Kickboxing vs Kickboxing"
"1695",1695,1695,1695,"/events/UFC-167-St-Pierre-vs-Hendricks-30815",30815,12,"UFC 167 - St. Pierre vs. Hendricks","Ultimate Fighting Championship","11/16/2013","MGM Grand Garden Arena, Las Vegas, Nevada, United States","/fighter/Georges-St-Pierre-3500","/fighter/Johny-Hendricks-24539","Georges St. Pierre","Johny Hendricks","win","loss",3500,24539,"Decision","Split","Mario Yamasaki",5,"5:00",2013,"Wrestling","Wrestling",1,0,1,25,"Wrestling","Wrestling vs Wrestling"
"1696",1696,1696,1696,"/events/UFC-167-St-Pierre-vs-Hendricks-30815",30815,10,"UFC 167 - St. Pierre vs. Hendricks","Ultimate Fighting Championship","11/16/2013","MGM Grand Garden Arena, Las Vegas, Nevada, United States","/fighter/Robbie-Lawler-2245","/fighter/Rory-MacDonald-14018","Robbie Lawler","Rory MacDonald","win","loss",2245,14018,"Decision","Split","Mario Yamasaki",3,"5:00",2013,"MMA","Kickboxing",1,0,1,15,"MMA","Kickboxing vs MMA"
"1697",1697,1697,1697,"/events/UFC-167-St-Pierre-vs-Hendricks-30815",30815,8,"UFC 167 - St. Pierre vs. Hendricks","Ultimate Fighting Championship","11/16/2013","MGM Grand Garden Arena, Las Vegas, Nevada, United States","/fighter/Ali-Bagautinov-81198","/fighter/Tim-Elliott-49213","Ali Bagautinov","Tim Elliott","win","loss",81198,49213,"Decision","Unanimous","Kim Winslow",3,"5:00",2013,"Russian Sambo","Wrestling",1,0,1,15,"Russian Sambo","Russian Sambo vs Wrestling"
"1698",1698,1698,1698,"/events/UFC-167-St-Pierre-vs-Hendricks-30815",30815,6,"UFC 167 - St. Pierre vs. Hendricks","Ultimate Fighting Championship","11/16/2013","MGM Grand Garden Arena, Las Vegas, Nevada, United States","/fighter/Thales-Leites-8593","/fighter/Ed-Herman-6561","Thales Leites","Ed Herman","win","loss",8593,6561,"Decision","Unanimous","Kim Winslow",3,"5:00",2013,"Brazilian Jiu Jitsu","Brazilian Jiu Jitsu",1,0,1,15,"Brazilian Jiu Jitsu","Brazilian Jiu Jitsu vs Brazilian Jiu Jitsu"
"1699",1699,1699,1699,"/events/UFC-167-St-Pierre-vs-Hendricks-30815",30815,5,"UFC 167 - St. Pierre vs. Hendricks","Ultimate Fighting Championship","11/16/2013","MGM Grand Garden Arena, Las Vegas, Nevada, United States","/fighter/Rick-Story-25989","/fighter/Brian-Ebersole-3015","Rick Story","Brian Ebersole","win","loss",25989,3015,"Decision","Unanimous","Herb Dean",3,"5:00",2013,"Wrestling","Muay Thai",1,0,1,15,"Wrestling","Muay Thai vs Wrestling"
"1700",1700,1700,1700,"/events/UFC-167-St-Pierre-vs-Hendricks-30815",30815,4,"UFC 167 - St. Pierre vs. Hendricks","Ultimate Fighting Championship","11/16/2013","MGM Grand Garden Arena, Las Vegas, Nevada, United States","/fighter/Erik-Perez-35509","/fighter/Edwin-Figueroa-22490","Erik Perez","Edwin Figueroa","win","loss",35509,22490,"Decision","Unanimous","Kim Winslow",3,"5:00",2013,"MMA","Boxing",1,0,1,15,"MMA","Boxing vs MMA"
"1701",1701,1701,1701,"/events/UFC-The-Ultimate-Fighter-18-Finale-32325",32325,4,"UFC - The Ultimate Fighter 18 Finale","Ultimate Fighting Championship","11/30/2013","Mandalay Bay Events Center, Las Vegas, Nevada, United States","/fighter/Tom-Niinimaki-5639","/fighter/Rani-Yahya-10425","Tom Niinimaki","Rani Yahya","win","loss",5639,10425,"Decision","Split","Kim Winslow",3,"5:00",2013,"Wrestling","Muay Thai",1,0,1,15,"Wrestling","Muay Thai vs Wrestling"
"1702",1702,1702,1702,"/events/UFC-The-Ultimate-Fighter-18-Finale-32325",32325,2,"UFC - The Ultimate Fighter 18 Finale","Ultimate Fighting Championship","11/30/2013","Mandalay Bay Events Center, Las Vegas, Nevada, United States","/fighter/Sean-Spencer-60908","/fighter/Drew-Dober-23982","Sean Spencer","Drew Dober","win","loss",60908,23982,"Decision","Unanimous","Yves Lavigne",3,"5:00",2013,"MMA","Muay Thai",1,0,1,15,"MMA","MMA vs Muay Thai"
"1703",1703,1703,1703,"/events/UFC-Fight-Night-33-Hunt-vs-Bigfoot-32293",32293,9,"UFC Fight Night 33 - Hunt vs. Bigfoot","Ultimate Fighting Championship","12/7/2013","Brisbane Entertainment Centre, Brisbane, Queensland, Australia","/fighter/Ryan-Bader-22858","/fighter/Anthony-Perosh-9491","Ryan Bader","Anthony Perosh","win","loss",22858,9491,"Decision","Unanimous","John Sharp",3,"5:00",2013,"Wrestling","Brazilian Jiu Jitsu",1,0,1,15,"Wrestling","Brazilian Jiu Jitsu vs Wrestling"
"1704",1704,1704,1704,"/events/UFC-Fight-Night-33-Hunt-vs-Bigfoot-32293",32293,5,"UFC Fight Night 33 - Hunt vs. Bigfoot","Ultimate Fighting Championship","12/7/2013","Brisbane Entertainment Centre, Brisbane, Queensland, Australia","/fighter/Takeya-Mizugaki-12074","/fighter/Nam-Phan-5778","Takeya Mizugaki","Nam Phan","win","loss",12074,5778,"Decision","Unanimous","John Sharp",3,"5:00",2013,"Boxing","Karate",1,0,1,15,"Boxing","Boxing vs Karate"
"1705",1705,1705,1705,"/events/UFC-Fight-Night-33-Hunt-vs-Bigfoot-32293",32293,4,"UFC Fight Night 33 - Hunt vs. Bigfoot","Ultimate Fighting Championship","12/7/2013","Brisbane Entertainment Centre, Brisbane, Queensland, Australia","/fighter/Caio-Magalhaes-51163","/fighter/Nick-Ring-6748","Caio Magalhaes","Nick Ring","win","loss",51163,6748,"Decision","Unanimous","Cameron Quinn",3,"5:00",2013,"Brazilian Jiu Jitsu","Muay Thai",1,0,1,15,"Brazilian Jiu Jitsu","Brazilian Jiu Jitsu vs Muay Thai"
"1706",1706,1706,1706,"/events/UFC-Fight-Night-33-Hunt-vs-Bigfoot-32293",32293,2,"UFC Fight Night 33 - Hunt vs. Bigfoot","Ultimate Fighting Championship","12/7/2013","Brisbane Entertainment Centre, Brisbane, Queensland, Australia","/fighter/Krzysztof-Jotko-53380","/fighter/Bruno-Santos-48052","Krzysztof Jotko","Bruno Santos","win","loss",53380,48052,"Decision","Unanimous","John Sharp",3,"5:00",2013,"Brazilian Jiu Jitsu","Brazilian Jiu Jitsu",1,0,1,15,"Brazilian Jiu Jitsu","Brazilian Jiu Jitsu vs Brazilian Jiu Jitsu"
"1707",1707,1707,1707,"/events/UFC-on-Fox-9-Johnson-vs-Benavidez-2-26217",26217,9,"UFC on Fox 9 - Johnson vs. Benavidez 2","Ultimate Fighting Championship","12/14/2013","Sleep Train Arena, Sacramento, California, United States","/fighter/Chad-Mendes-38393","/fighter/Nik-Lentz-15058","Chad Mendes","Nik Lentz","win","loss",38393,15058,"Decision","Unanimous","John McCarthy",3,"5:00",2013,"Wrestling","Wrestling",1,0,1,15,"Wrestling","Wrestling vs Wrestling"
"1708",1708,1708,1708,"/events/UFC-on-Fox-9-Johnson-vs-Benavidez-2-26217",26217,8,"UFC on Fox 9 - Johnson vs. Benavidez 2","Ultimate Fighting Championship","12/14/2013","Sleep Train Arena, Sacramento, California, United States","/fighter/Joe-Lauzon-4923","/fighter/Mac-Danzig-3396","Joe Lauzon","Mac Danzig","win","loss",4923,3396,"Decision","Unanimous","John McCarthy",3,"5:00",2013,"Brazilian Jiu Jitsu","Boxing",1,0,1,15,"Brazilian Jiu Jitsu","Boxing vs Brazilian Jiu Jitsu"
"1709",1709,1709,1709,"/events/UFC-on-Fox-9-Johnson-vs-Benavidez-2-26217",26217,7,"UFC on Fox 9 - Johnson vs. Benavidez 2","Ultimate Fighting Championship","12/14/2013","Sleep Train Arena, Sacramento, California, United States","/fighter/Ryan-LaFlare-34409","/fighter/Court-McGee-34124","Ryan LaFlare","Court McGee","win","loss",34409,34124,"Decision","Unanimous","Herb Dean",3,"5:00",2013,"Kickboxing","Wrestling",1,0,1,15,"Kickboxing","Kickboxing vs Wrestling"
"1710",1710,1710,1710,"/events/UFC-on-Fox-9-Johnson-vs-Benavidez-2-26217",26217,6,"UFC on Fox 9 - Johnson vs. Benavidez 2","Ultimate Fighting Championship","12/14/2013","Sleep Train Arena, Sacramento, California, United States","/fighter/Edson-Barboza-46259","/fighter/Danny-Castillo-26070","Edson Barboza","Danny Castillo","win","loss",46259,26070,"Decision","Majority","Mike Beltran",3,"5:00",2013,"Muay Thai","Brazilian Jiu Jitsu",1,0,1,15,"Muay Thai","Brazilian Jiu Jitsu vs Muay Thai"
"1711",1711,1711,1711,"/events/UFC-on-Fox-9-Johnson-vs-Benavidez-2-26217",26217,5,"UFC on Fox 9 - Johnson vs. Benavidez 2","Ultimate Fighting Championship","12/14/2013","Sleep Train Arena, Sacramento, California, United States","/fighter/Bobby-Green-27953","/fighter/Pat-Healy-6246","Bobby Green","Pat Healy","win","loss",27953,6246,"Decision","Unanimous","Herb Dean",3,"5:00",2013,"Boxing","Muay Thai",1,0,1,15,"Boxing","Boxing vs Muay Thai"
"1712",1712,1712,1712,"/events/UFC-on-Fox-9-Johnson-vs-Benavidez-2-26217",26217,4,"UFC on Fox 9 - Johnson vs. Benavidez 2","Ultimate Fighting Championship","12/14/2013","Sleep Train Arena, Sacramento, California, United States","/fighter/Zach-Makovsky-20522","/fighter/Scott-Jorgensen-16852","Zach Makovsky","Scott Jorgensen","win","loss",20522,16852,"Decision","Unanimous","Mike Beltran",3,"5:00",2013,"Wrestling","Wrestling",1,0,1,15,"Wrestling","Wrestling vs Wrestling"
"1713",1713,1713,1713,"/events/UFC-on-Fox-9-Johnson-vs-Benavidez-2-26217",26217,3,"UFC on Fox 9 - Johnson vs. Benavidez 2","Ultimate Fighting Championship","12/14/2013","Sleep Train Arena, Sacramento, California, United States","/fighter/Sam-Stout-9901","/fighter/Cody-McKenzie-22173","Sam Stout","Cody McKenzie","win","loss",9901,22173,"Decision","Unanimous","Herb Dean",3,"5:00",2013,"Karate","Brazilian Jiu Jitsu",1,0,1,15,"Karate","Brazilian Jiu Jitsu vs Karate"
"1714",1714,1714,1714,"/events/UFC-on-Fox-9-Johnson-vs-Benavidez-2-26217",26217,1,"UFC on Fox 9 - Johnson vs. Benavidez 2","Ultimate Fighting Championship","12/14/2013","Sleep Train Arena, Sacramento, California, United States","/fighter/Alptekin-Ozkilic-73826","/fighter/Darren-Uyenoyama-4679","Alptekin Ozkilic","Darren Uyenoyama","win","loss",73826,4679,"Decision","Split","Mike Beltran",3,"5:00",2013,"Wrestling","Brazilian Jiu Jitsu",1,0,1,15,"Wrestling","Brazilian Jiu Jitsu vs Wrestling"
"1715",1715,1715,1715,"/events/UFC-168-Weidman-vs-Silva-2-31257",31257,3,"UFC 168 - Weidman vs. Silva 2","Ultimate Fighting Championship","12/28/2013","MGM Grand Garden Arena, Las Vegas, Nevada, United States","/fighter/John-Howard-11798","/fighter/Siyar-Bahadurzada-5453","John Howard","Siyar Bahadurzada","win","loss",11798,5453,"Decision","Unanimous","Steve Mazzagatti",3,"5:00",2013,"Brazilian Jiu Jitsu","Kickboxing",1,0,1,15,"Brazilian Jiu Jitsu","Brazilian Jiu Jitsu vs Kickboxing"
"1716",1716,1716,1716,"/events/UFC-The-Ultimate-Fighter-18-Finale-32325",32325,5,"UFC - The Ultimate Fighter 18 Finale","Ultimate Fighting Championship","11/30/2013","Mandalay Bay Events Center, Las Vegas, Nevada, United States","/fighter/Akira-Corassani-22641","/fighter/Maximo-Blanco-36618","Akira Corassani","Maximo Blanco","win","loss",22641,36618,"OTHER","Knee to Head of Grounded Fighter","Mario Yamasaki",1,"0:25",2013,"Taekwondo","Taekwondo",1,0,1,0.42,"Taekwondo","Taekwondo vs Taekwondo"
"1717",1717,1717,1717,"/events/UFC-Fight-Night-33-Hunt-vs-Bigfoot-32293",32293,11,"UFC Fight Night 33 - Hunt vs. Bigfoot","Ultimate Fighting Championship","12/7/2013","Brisbane Entertainment Centre, Brisbane, Queensland, Australia","/fighter/Mark-Hunt-10668","/fighter/Antonio-Silva-12354","Mark Hunt","Antonio Silva","OTHER","OTHER",10668,12354,"OTHER","Majority","Steve Perceval",5,"5:00",2013,"Boxing","Brazilian Jiu Jitsu",0,0,1,25,"Brazilian Jiu Jitsu","Boxing vs Brazilian Jiu Jitsu"
"1718",1718,1718,1718,"/events/UFC-on-Fox-6-Johnson-vs-Dodson-26199",26199,9,"UFC on Fox 6 - Johnson vs. Dodson","Ultimate Fighting Championship","1/26/2013","United Center, Chicago, Illinois, United States","/fighter/Anthony-Pettis-26627","/fighter/Donald-Cerrone-15105","Anthony Pettis","Donald Cerrone","win","loss",26627,15105,"KO","Kick to the Body","Robert Madrigal",1,"2:35",2013,"Taekwondo","Muay Thai",1,0,1,2.58,"Taekwondo","Muay Thai vs Taekwondo"
"1719",1719,1719,1719,"/events/UFC-on-Fox-6-Johnson-vs-Dodson-26199",26199,7,"UFC on Fox 6 - Johnson vs. Dodson","Ultimate Fighting Championship","1/26/2013","United Center, Chicago, Illinois, United States","/fighter/TJ-Grant-15906","/fighter/Matt-Wiman-12236","T.J. Grant","Matt Wiman","win","loss",15906,12236,"KO","Elbows and Punches","John McCarthy",1,"4:51",2013,"Wrestling","MMA",1,0,1,4.85,"Wrestling","MMA vs Wrestling"
"1720",1720,1720,1720,"/events/UFC-156-Aldo-vs-Edgar-26099",26099,9,"UFC 156 - Aldo vs. Edgar","Ultimate Fighting Championship","2/2/2013","Mandalay Bay Events Center, Las Vegas, Nevada, United States","/fighter/Antonio-Silva-12354","/fighter/Alistair-Overeem-461","Antonio Silva","Alistair Overeem","win","loss",12354,461,"KO","Punches","Herb Dean",3,"0:25",2013,"Brazilian Jiu Jitsu","Kickboxing",1,0,1,10.42,"Brazilian Jiu Jitsu","Brazilian Jiu Jitsu vs Kickboxing"
"1721",1721,1721,1721,"/events/UFC-on-Fuel-TV-8-Silva-vs-Stann-26333",26333,11,"UFC on Fuel TV 8 - Silva vs. Stann","Ultimate Fighting Championship","3/3/2013","Saitama Super Arena, Saitama, Japan, Japan","/fighter/Wanderlei-Silva-209","/fighter/Brian-Stann-14829","Wanderlei Silva","Brian Stann","win","loss",209,14829,"KO","Punches","Marc Goddard",2,"4:08",2013,"Muay Thai","Brazilian Jiu Jitsu",1,0,1,9.13,"Muay Thai","Brazilian Jiu Jitsu vs Muay Thai"
"1722",1722,1722,1722,"/events/UFC-on-Fuel-TV-8-Silva-vs-Stann-26333",26333,1,"UFC on Fuel TV 8 - Silva vs. Stann","Ultimate Fighting Championship","3/3/2013","Saitama Super Arena, Saitama, Japan, Japan","/fighter/Hyun-Gyu-Lim-21040","/fighter/Marcelo-Guimaraes-20277","Hyun Gyu Lim","Marcelo Guimaraes","win","loss",21040,20277,"KO","Knee","Thomas Fan",2,"4:00",2013,"Taekwondo","Brazilian Jiu Jitsu",1,0,1,9,"Taekwondo","Brazilian Jiu Jitsu vs Taekwondo"
"1723",1723,1723,1723,"/events/UFC-158-St-Pierre-vs-Diaz-27073",27073,2,"UFC 158 - St. Pierre vs. Diaz","Ultimate Fighting Championship","3/16/2013","Bell Centre, Montreal, Quebec, Canada","/fighter/TJ-Dillashaw-62507","/fighter/Issei-Tamura-34371","T.J. Dillashaw","Issei Tamura","win","loss",62507,34371,"KO","Head Kick and Punches","Yves Lavigne",2,"0:26",2013,"Muay Thai","MMA",1,0,1,5.43,"Muay Thai","MMA vs Muay Thai"
"1724",1724,1724,1724,"/events/UFC-158-St-Pierre-vs-Diaz-27073",27073,10,"UFC 158 - St. Pierre vs. Diaz","Ultimate Fighting Championship","3/16/2013","Bell Centre, Montreal, Quebec, Canada","/fighter/Jake-Ellenberger-13068","/fighter/Nate-Marquardt-1712","Jake Ellenberger","Nate Marquardt","win","loss",13068,1712,"KO","Punches","Philippe Chartier",1,"3:00",2013,"Wrestling","Brazilian Jiu Jitsu",1,0,1,3,"Wrestling","Brazilian Jiu Jitsu vs Wrestling"
"1725",1725,1725,1725,"/events/UFC-on-Fuel-TV-9-Mousasi-vs-Latifi-27589",27589,11,"UFC on Fuel TV 9 - Mousasi vs. Latifi","Ultimate Fighting Championship","4/6/2013","Ericsson Globe Arena, Stockholm, Sweden, Sweden","/fighter/Matt-Mitrione-49519","/fighter/Philip-De-Fries-46202","Matt Mitrione","Philip De Fries","win","loss",49519,46202,"KO","Punches","Marc Goddard",1,"0:19",2013,"Karate","Brazilian Jiu Jitsu",1,0,1,0.32,"Karate","Brazilian Jiu Jitsu vs Karate"
"1726",1726,1726,1726,"/events/UFC-The-Ultimate-Fighter-17-Finale-28023",28023,9,"UFC - The Ultimate Fighter 17 Finale","Ultimate Fighting Championship","4/13/2013","Mandalay Bay Events Center, Las Vegas, Nevada, United States","/fighter/Travis-Browne-16785","/fighter/Gabriel-Gonzaga-7306","Travis Browne","Gabriel Gonzaga","win","loss",16785,7306,"KO","Elbows","Chris Tognoni",1,"1:11",2013,"Muay Thai","Brazilian Jiu Jitsu",1,0,1,1.18,"Muay Thai","Brazilian Jiu Jitsu vs Muay Thai"
"1727",1727,1727,1727,"/events/UFC-on-Fox-7-Henderson-vs-Melendez-26213",26213,8,"UFC on Fox 7 - Henderson vs. Melendez","Ultimate Fighting Championship","4/20/2013","HP Pavilion, San Jose, California, United States","/fighter/Chad-Mendes-38393","/fighter/Darren-Elkins-22094","Chad Mendes","Darren Elkins","win","loss",38393,22094,"KO","Punches","Herb Dean",1,"1:08",2013,"Wrestling","Wrestling",1,0,1,1.13,"Wrestling","Wrestling vs Wrestling"
